P_VSA_ppp_hal,P_VSA_v_3,P_VSA_LogP_8,P_VSA_charge_6,MLOGP2,C%,F04[C-Cl],LOGP99,ESOL,BLTA96,nArX,Cl-089,SM1_Dz(p),TPSA_efficiency,Eta_D_epsiD,logBCF
45.9540936,96.39043541,45.9540936,74.38283602,9.272817842,50,0,2.449099995,-3.195242734,-4.275130185,1,0,0.352767319,0,0,1.4
0,21.49786296,0,21.49786296,12.09186035,33.33333333,0,2.586600021,-2.73750569,-4.707335237,0,0,1.07E-14,0,0,2.32
0,59.39201658,0,50.56681232,6.802408123,46.66666667,0,1.995020002,-2.539293514,-3.838142658,0,0,-4.44E-15,0,0,0.92
39.14864406,90.03048796,39.14864406,67.57738648,8.272196587,50,1,2.339999966,-2.844779813,-4.106142658,1,1,0.176219645,0,0,1.31
0,47.38123737,0,28.42874242,2.267799711,46.15384615,0,1.392199986,-1.982347867,-2.735921549,0,0,-0.78845736,0.214938377,0.063690476,0.9
39.14864406,79.69658569,0,48.62489154,1.240821217,45.45454545,1,1.734999955,-2.08532546,-2.343921549,1,0,-0.341672975,0.113518274,0,1.03
39.14864406,55.89247512,0,11.359736,4.956859581,28.57142857,1,2.025299989,-1.996028134,-3.456400589,0,0,0.176219645,0,0,1.22
0,42.43148186,0,0,0.024180823,44.44444444,0,1.279599994,-1.397485959,-1.385501844,0,0,-0.78845736,0.193008226,0,0.52
0,65.5283302,0,18.95249495,1.374760574,44.44444444,0,1.748100013,-1.966681896,-2.402501844,0,0,0.33153148,0.335591206,0,0.79
0,118.7383763,0,45.4593162,8.761591826,46.66666667,0,2.900019961,-3.727130569,-4.189998619,0,0,-1.029619417,0.16932378,0.026143791,2.45
0,112.3761327,0,88.61729722,62.75907273,32.20338983,0,11.74180017,-7.804761543,-9.152062404,0,0,-1.526056303,0.098118551,0.020707071,0.32
0,15.20719044,0,15.20719044,9.760089086,33.33333333,0,2.340600014,-2.456456138,-4.354114128,0,0,8.88E-16,0,0,1.94
0,8.422817368,0,0,0.223565937,25,0,-0.820799917,-0.087929635,-0.757172402,0,0,-0.78845736,0.279247911,0.133333333,0.41
0,13.39617845,0,0,0.223565937,26.66666667,0,-0.393799953,-0.254193027,-0.757172402,0,0,-1.029619417,0.243975212,0.084920635,0.22
0,26.83517829,0,0,0.016758631,26.08695652,0,-0.235399939,-0.31157346,-1.100544867,0,0,-1.526056303,0.370268256,0.119191919,0.56
0,8.422817368,0,0,0.840169774,20,0,-1.506600037,0.720841136,-0.313392246,0,0,-1.029619417,0.620833333,0.238095238,0.5
0,6.317113026,0,0,0.840169774,21.05263158,0,-1.472999975,0.640194188,-0.313392246,0,0,-1.223775432,0.559416395,0.226839827,0.29
78.29728812,93.18118453,0,0,2.518931256,26.66666667,2,1.480599962,-1.74077006,-2.817114128,0,0,-0.595865058,0.064536428,0,0.62
39.14864406,183.2285944,39.14864406,58.54850599,9.651978156,41.50943396,1,4.79839994,-4.71920903,-4.336763293,1,1,-2.15261068,0.207537394,0,2.77
0,78.41429712,0,64.49358887,52.24793353,31.57894737,0,8.369900085,-5.947516221,-8.458273206,0,0,-0.470003629,0.009158752,0,1.95
0,35.3921307,0,35.3921307,20.43101352,31.03448276,0,3.756900027,-3.174250439,-5.750067867,0,0,1.07E-14,0,0,3.15
0,42.48396492,0,0,0.145858912,33.33333333,0,0.403360047,-0.338310735,-0.848085204,0,0,-1.029619417,0.483925962,0.053333333,-0.13
138.1377412,152.8447647,82.17921419,87.7735356,18.32897637,38.23529412,4,4.243199885,-4.777245381,-5.511235379,2,2,-2.500304164,0.107316549,0,1.55
0,42.99572592,0,42.99572592,29.11638293,31.57894737,0,4.927200034,-3.916745658,-6.625959871,0,0,3.55E-14,0,0,2.59
0,147.1566642,0,37.25394668,22.66313077,40.74074074,0,4.451540127,-5.117798855,-5.990580928,0,0,-1.526056303,0.14016226,0.018138651,1.84
0,56.87915738,0,36.04317391,27.57257957,33.33333333,0,4.703200042,-3.728881727,-6.480959871,0,0,-4.97E-14,0,0,3.4
0,70.19431245,0,18.95249495,5.83118709,50,0,2.236200064,-2.919455169,-3.644785102,0,0,-1.757857918,0.345050879,0.065740741,0.68
39.14864406,175.3203273,39.14864406,105.4823764,19.31762026,46.34146341,1,4.025879938,-4.690943275,-5.625181482,1,1,-1.165429462,0.161793083,0,2.2
234.8918644,243.7128264,78.29728812,156.5945762,6.848102181,39.13043478,10,3.2334999,-4.104915573,-3.846887881,0,2,-1.535532997,0.191857624,0.074089987,0.08
234.8918644,273.6183608,78.29728812,156.5945762,9.70603635,36,10,3.689799856,-4.565178617,-4.345451227,0,2,-1.115371072,0.134522756,0,3.44
195.7432203,284.9255631,78.29728812,233.6482102,26.51255295,48.27586207,14,5.599499896,-6.095713815,-6.379034176,2,2,-0.212284808,0.054604837,0.029036281,3.78
0,0,0,0,1.72922264,23.80952381,0,-2.057999909,0.810011238,0.084999103,0,0,-1.757857918,0.594257179,0.227920228,0.03
0,174.4374729,0,85.28622726,22.93817365,47.36842105,0,5.331499897,-5.198290759,-6.019381343,0,0,-1.664834776,0.167238737,0,2.38
0,150.6762675,41.1593214,0,3.572305083,31.42857143,0,3.100299968,-3.05188161,-3.120054254,0,0,-1.503766237,0.343299069,0,1.68
117.4459322,156.3352533,0,0,5.558599224,23.07692308,0,2.860699914,-2.753869885,-3.587668175,0,0,-1.548987026,0.191138354,0,0.16
459.540936,500.5788366,459.540936,0,54.66406305,52.17391304,0,11.10390005,-12.60526664,-8.623514932,10,0,1.393766376,0.009623405,0,2.29
158.8295502,155.8514454,52.84793931,48.62489154,11.09529458,41.46341463,2,5.383699916,-6.144354796,-4.560960009,3,1,-3.1759892,0.155582165,0.048284314,3.32
156.5945762,182.8299974,207.3414903,156.5945762,15.9895326,42.85714286,4,4.731599905,-4.731205431,-5.228691361,4,4,-1.172234429,0.175636308,0,3.25
44.88033981,136.3052522,7.759516037,47.38123737,9.15649372,42.85714286,0,3.839699976,-4.183497945,-4.255969881,0,0,-2.551684848,0.156934803,0,2.46
0,92.09973434,0,37.90498989,5.403110145,53.84615385,0,2.044200085,-3.154196031,-3.554459108,0,0,-1.386294361,0.269485755,0.054076367,1.55
0,123.4206415,0,64.39143895,29.44590658,36.36363636,0,6.433000073,-5.376243699,-6.656408258,0,0,-1.757857918,0.134657724,0,2.38
0,67.70817791,0,44.12602131,10.79845271,32.14285714,0,4.066300072,-3.815252332,-4.516099923,0,0,-1.386294361,0.072931371,0,1.9
0,58.30668003,0,9.476247473,0.202826701,37.03703704,0,1.038800015,-2.320121621,-1.680362855,0,0,-2.153365568,0.478870925,0.096889952,0.5
0,85.16731724,0,56.85748484,10.30085568,46.15384615,0,3.271599993,-3.348463727,-4.439494615,0,0,-0.470003629,0.070244073,0.030769231,2.35
234.8918644,255.8955036,234.8918644,234.8918644,27.11042563,50,6,5.606999874,-5.803172004,-6.436767292,6,6,0.768347413,0,0,4.27
137.8622808,165.9800891,137.8622808,45.9540936,14.17057292,46.15384615,0,3.679700017,-4.873875406,-4.994382144,3,0,0.066723632,0.061156625,0.045151515,2.71
84.02898387,84.77983156,97.65507418,39.14864406,12.82066976,41.17647059,2,3.790199943,-3.94892247,-4.810596285,1,1,-2.325910918,0.203138854,0,1.95
39.14864406,84.64968991,39.14864406,58.10113901,5.29696068,46.66666667,1,2.038199998,-2.615062603,-3.531512694,1,1,-1.165429462,0.238232101,0.056536797,0.75
0,39.23351682,152.2407422,0,5.563225779,33.33333333,0,3.289219983,-3.031093258,-3.588649143,0,0,-2.302585093,0.605150781,0,0.99
0,158.2637317,41.1593214,28.42874242,8.355263519,35.8974359,0,3.216999989,-3.580005654,-4.12054727,0,0,-1.806927189,0.306960073,0,0.77
39.14864406,145.4809654,39.14864406,112.354451,11.90687835,38.29787234,2,3.863400057,-4.493325881,-4.680634485,1,1,-1.336920277,0.140521114,0.021471705,1.14
0,43.19626919,50.74691408,9.476247473,2.892526637,38.88888889,0,2.132019997,-2.420163674,-2.930742966,0,0,-1.648658626,0.431276526,0.053787879,0.96
78.29728812,198.0651435,78.29728812,78.29728812,18.87185375,43.18181818,3,4.665499881,-5.333092918,-5.574174691,2,2,-1.794189847,0.143739693,0,2.5
78.29728812,133.5145649,78.29728812,87.7735356,8.735039729,53.84615385,2,2.865079958,-3.367477758,-4.185510062,2,2,-0.194414804,0.138305912,0,2
0,130.1546054,0,90.85621547,26.54689849,40.35087719,0,5.900440089,-6.06922366,-6.382368241,0,0,-1.223775432,0.118807811,0.03417284,2.67
39.14864406,134.3066278,39.14864406,105.4823764,13.41290541,50,1,3.421699993,-3.924672457,-4.892363364,1,1,-0.696790535,0.092505373,0.031051587,1.82
0,106.267102,0,94.76247473,12.86656347,54.16666667,0,2.917599998,-3.532003174,-4.816999229,0,0,-0.78845736,0.093672831,0,1.01
0,54.41426675,0,37.90498989,12.68970074,45.45454545,0,2.565400019,-3.270445762,-4.792260622,0,0,8.88E-15,0,0,2.5
39.14864406,167.8905018,39.14864406,39.14864406,7.425878929,43.1372549,1,4.564999931,-4.807104162,-3.955046592,1,1,-2.080353626,0.18598741,0,2.53
0,92.76368827,0,18.95249495,9.299903162,43.75,0,3.134840101,-3.602949322,-4.279574259,0,0,-0.78845736,0.245101733,0.09,1.64
168.0579677,166.4474089,92.18147921,78.29728812,7.018587784,40,6,4.279179923,-5.534185208,-3.879261743,2,2,-2.814144448,0.237687856,0.057940869,2.51
39.14864406,139.3698469,0,80.23920891,5.793686351,38.23529412,3,2.038099959,-3.643805338,-3.637007759,1,0,-1.651385673,0.268979743,0,2.46
0,105.0543323,0,75.80997979,18.7624803,58.33333333,0,3.993000016,-4.27981644,-5.56156788,0,0,-1.78E-15,0,0,3.26
0,158.9347706,0,95.6572087,17.92625468,50,0,3.538400039,-4.408802365,-5.463940797,0,0,-1.945910149,0.223235939,0,0.43
0,230.6654806,90.38405822,90.38405822,3.770242007,30,0,5.205799937,-4.943668087,-3.171711103,0,0,0.769459863,0.446668053,0,1.18
0,59.32275469,0,9.476247473,2.496014238,38.0952381,0,1.585820056,-2.101038398,-2.809877919,0,0,-1.029619417,0.256924198,0.086111111,0.69
0,204.5087095,0,37.90498989,8.365047961,50,0,5.70539999,-5.425760547,-4.122239264,0,0,0.316561032,0.399554914,0,1.29
117.4459322,156.3764942,117.4459322,117.4459322,16.5069556,50,3,3.646799929,-4.068578467,-5.292875287,3,3,0.456221592,0,0,3.19
78.29728812,113.7272436,78.29728812,78.29728812,7.445623726,46.15384615,2,2.698999949,-3.214477493,-3.958667024,2,2,-0.595865058,0.124110429,0.063756614,1.71
0,133.9339538,0,83.33309763,23.60630018,44.44444444,0,4.548799999,-5.044744548,-6.088631513,0,0,-1.223775432,0.114247487,0,2.84
0,45.95301674,101.4938282,9.476247473,5.013667543,36.84210526,0,2.857819989,-2.791564642,-3.469122047,0,0,-1.945910149,0.503101839,0,0.9
0,70.82186796,45.19202911,15.20719044,7.436448291,32.5,0,3.115900084,-3.570369996,-3.956985202,0,0,-0.59161267,0.233510771,0.051851852,0.65
0,32.79272581,0,26.47561279,2.518931256,27.27272727,0,1.348100044,-1.356449878,-2.817114128,0,0,-0.470003629,0.032009484,0,0.45
0,80.921088,0,28.42874242,9.240348188,43.75,0,3.406019963,-3.667263991,-4.269794103,0,0,-1.029619417,0.167805787,0.026143791,2.59
0,66.93073865,0,28.42874242,4.807788676,40,0,1.752599992,-2.312734036,-3.422667024,0,0,-0.470003629,0.026732673,0,0.96
39.14864406,83.31098804,89.89555814,48.62489154,6.292940487,42.85714286,1,2.77139996,-2.905602903,-3.738573397,1,1,-1.336920277,0.29080985,0,1.89
0,142.8668524,41.1593214,28.80640629,0.241316749,26.31578947,0,2.121799994,-1.979167388,-1.721240012,0,0,-1.931318492,0.41846247,0,1.26
0,5.030630834,152.2407422,0,1.962905864,14.28571429,0,-0.076799959,-1.537384067,-2.631037424,0,0,-2.468099531,0.662525321,0,0.3
0,44.75718687,50.74691408,9.476247473,2.672289622,41.17647059,0,1.81620001,-2.155987157,-2.864713927,0,0,-1.85629799,0.497337402,0.052991453,0.6
14.96011327,145.4755434,0,11.359736,11.33789093,43.47826087,0,4.600279961,-4.496520971,-4.597178482,1,0,-2.145100529,0.191796536,0,0.88
0,123.024635,91.90623547,0,3.684439757,31.03448276,0,3.322519969,-3.189433415,-3.149489452,0,0,-1.900867952,0.416251894,0,1.89
0,32.79272581,0,0,0.004444646,26.47058824,0,-0.56919989,-0.447298863,-1.296668175,0,0,-1.648658626,0.334169672,0.113942308,-0.49
0,93.83079009,0,71.90372052,18.04105751,40,0,4.525200076,-4.740077465,-5.477476605,0,0,-0.78845736,0.035714286,0,3.02
0,220.5421919,0,144.1618594,113.8416129,34.13173653,0,18.09710018,-11.56304331,-11.89965852,0,0,-2.104134154,0.089091135,0,2.54
39.14864406,67.45159852,0,0,5.164726748,28,0,1.388599917,-2.388977379,-3.502603518,1,0,-1.336920277,0.311021865,0.080879121,0.84
0,100.2759698,0,56.85748484,11.52589109,50,0,3.430199951,-3.587492262,-4.624980278,0,0,-0.470003629,0.071082486,0.030769231,2.24
78.29728812,140.86765,78.29728812,78.29728812,1.007954377,35.29411765,4,2.318200043,-3.452673577,-2.233969311,2,2,-2.107591585,0.429587689,0.140873016,-0.1
0,76.972784,0,65.613048,18.82657276,33.33333333,0,4.415000051,-3.826263795,-5.568959871,0,0,3.91E-14,0,0,3.29
0,27.5543093,0,0,0.485174752,28.57142857,0,1.087800018,-1.28026205,-1.926544867,0,0,-1.526056303,0.209487063,0,0.28
0,18.36953953,0,0,0.223565937,28.57142857,0,0.033200011,-0.420456418,-0.757172402,0,0,-1.223775432,0.209487063,0,-0.29
0,49.27556217,0,28.43957869,19.14121884,33.33333333,0,3.532900035,-2.986386508,-5.605067867,0,0,2.49E-14,0,0,3.18
0,154.1937278,0,82.11148858,27.12681174,38.46153846,0,6.485499948,-5.451875445,-6.438340594,0,0,-1.664834776,0.150562852,0,2.59
93.25740139,185.0046292,78.29728812,78.29728812,18.45956796,53.57142857,3,5.472999901,-5.454740108,-5.526459934,3,2,-1.516774228,0.071785552,0,3.7
39.14864406,128.3367089,39.14864406,75.75154753,18.06933666,38.63636364,1,3.341499977,-4.351223241,-5.480804237,1,1,-1.336920277,0.159252196,0.022633164,2.11
0,17.65040852,0,17.65040852,0.107985507,26.31578947,0,-0.002799943,-0.55827747,-1.558611484,0,0,-1.223775432,0.388403571,0.137566138,0.42
0,12.91440603,0,0,0.007519099,26.66666667,0,0.195000004,-0.895922081,-1.316712739,0,0,-1.100909648,0.353773192,0,0.62
