SMILES,P_VSA_ppp_hal,P_VSA_v_3,P_VSA_v_2,P_VSA_LogP_8,P_VSA_m_4,P_VSA_p_2,P_VSA_MR_7,P_VSA_charge_6,P_VSA_e_5,TPSA(Tot),P_VSA_LogP_4,P_VSA_ppp_D,P_VSA_charge_1,SdO,MLOGP2,X%,C%,CATS2D_03_LL,CATS2D_04_LL,SM14_EA(dm),O%,MaxdO,F03[C-Cl],N%,F04[C-Cl],gmax,nX,piPC10,nCb-,F05[C-Cl],CATS2D_00_AA,F06[C-Cl],MaxsCl,F01[C-N],Eig15_EA(ed),C-026,LOGP99,nO,SaasC,nHM,ESOL,BLTA96,SHED_DA,nArX,nDB,Cl-089,nN,SpDiam_B(s),SM02_EA(dm),H-050,O-058,ATS5m,ATS4m,SM1_Dz(p),SpMax8_Bh(m),Hy,F05[Cl-Cl],SpMax6_Bh(m),F07[Cl-Cl],SpMax5_Bh(m),ATS3m,SpMax4_Bh(m),F06[Cl-Cl],ATS0m,SpMax3_Bh(m),GATS8p,SM2_B(m),B05[C-O],B01[C-N],B04[C-N],B02[O-O],AVS_B(m),B05[C-Cl],B06[C-Cl],B07[C-Cl],GATS1p,B04[Cl-Cl],GATS1i,B03[Cl-Cl],B08[C-Cl],SpMAD_EA(dm),B05[Cl-Cl],B07[Cl-Cl],DLS_04,AVS_B(p),B08[Cl-Cl],B06[Cl-Cl],SpMaxA_B(s),TPSA_efficiency,SpMax1_Bh(v),DLS_01,LLS_02,SIC1,Mp,Eta_psi1,Mv,SpMaxA_EA(dm),SpPosA_B(p),Eta_D_psiA,Eta_alpha_A,SpPosA_B(v),Eta_D_epsiB,Eta_D_epsiD,X1A,ChiA_B(p),logBCF,F_count,CF2_count,CF3_count,has_SO3,has_COO,F_heavy_ratio
O=C(O)c1ccccc1,0.0,51.47668679,67.82827019,0.0,0.0,67.82827019,0.0,28.42874242,67.82827019,37.3,68.73814467,42.68334316,42.68334316,10.20092593,2.889960315,0.0,46.66666667,3,0,5.768796517,13.33333333,10.20092593,0,0.0,0,10.20092593,0,0.0,1,0,2,0,0.0,0,0.0,0,1.384800017,2,0.331018519,0,-1.990218904,-2.929988328,1.0,0,1,0,0,8.137006996,1.63471572,1,1,1.480044989,2.147350547,-1.223775432,0.468522414,-0.10668085,0,1.03890414,0,1.794330365,2.530710555,2.444077525,0,2.450310938,2.686650299,0.0,3.652092388,1,0,0,1,3.515974008,0,0,0,0.86666672,0,0.875537211,0,0,0.3192584,0,0,0.6,3.320929563,0,0,0.83091478,0.305412266,3.839483046,1.0,1.0,0.603789247,0.679546667,0.531914894,0.667333333,0.1596292,1.235029226,0.182085112,0.462962963,1.276673461,0.097777778,0.057037037,0.478281161,0.2879076,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC,0.0,96.76089238,98.44689585,0.0,32.21954116,98.44689585,0.0,48.41000645,79.04703393,84.19,75.71849508,42.68334316,53.90210689,12.47283738,5.278543265,0.0,33.33333333,4,10,15.90682396,5.882352941,12.47283738,0,1.960784314,0,12.47283738,0,4.304065093,0,0,4,0,0.0,1,-2.419233963,0,4.501900055,3,0.0,1,-3.416289343,-3.527508055,1.889881575,0,3,0,1,8.343769223,3.564636221,1,1,3.819991553,3.897640643,-1.570052386,2.771447677,-0.309594497,0,3.013804583,0,3.196479264,3.77231158,3.285103192,0,3.466379644,3.503145806,0.716234861,4.436770444,1,1,1,0,3.315303692,0,0,0,1.17989886,0,1.28599823,0,0,0.724123484,0,0,1.0,3.124521874,0,0,0.33753538,0.257037308,3.860341468,1.0,1.0,0.483705213,0.621107843,0.584392015,0.563296078,0.134090909,1.232029764,0.12960799,0.487878788,1.242375459,0.008706376,0.023254282,0.478527535,0.305345232,0.93,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)c1ccc(cc1)Cl,39.14864406,84.64968991,67.82827019,39.14864406,39.14864406,67.82827019,39.14864406,39.14864406,67.82827019,37.3,68.73814467,42.68334316,42.68334316,10.2691421,5.29696068,6.666666667,46.66666667,4,1,5.768796517,13.33333333,10.2691421,2,0.0,1,10.2691421,1,0.0,2,1,2,0,5.523420257,0,0.0,1,2.038199998,2,0.80037037,1,-2.615062603,-3.531512694,1.0,1,1,1,0,8.205595825,1.63471572,1,1,1.982482209,2.477552477,-1.165429462,0.504496529,-0.065140662,0,1.7820892,0,2.080573227,2.932790321,2.686650299,0,3.010493322,2.95218712,0.0,3.905759494,1,0,0,1,3.681146607,1,0,0,0.668412603,0,0.859446631,0,0,0.28733256,0,0,0.4,3.334296607,0,0,0.747823585,0.238232101,3.853113482,1.0,1.0,0.726978107,0.73674,0.529442149,0.7225,0.14366628,1.267597917,0.184557855,0.488095238,1.293130373,0.11845805,0.056536797,0.46983773,0.282162295,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C,117.4459322,161.8787536,78.82815808,117.4459322,117.4459322,78.82815808,117.4459322,117.4459322,78.82815808,46.53,68.73814467,42.68334316,53.68323105,10.53967323,10.20695666,13.63636364,40.90909091,5,2,12.39855591,13.63636364,10.53967323,6,0.0,4,10.53967323,3,3.168897455,4,3,3,3,5.789238158,0,-6.689212443,4,3.498699948,3,0.962145219,3,-3.965809644,-4.424832806,2.0,3,1,3,0,8.33536638,2.502288048,1,1,3.529927381,3.633714953,-1.391754428,2.060831358,-0.069366923,1,2.748267658,0,2.916127674,3.902788494,3.393095479,0,3.725967579,3.54699591,2.39957808,4.408519282,1,0,0,1,3.783804405,1,1,1,0.702273444,1,1.14411809,1,0,0.445998399,1,0,0.6,3.265644405,0,0,0.498464742,0.172646655,3.859459407,1.0,1.0,0.780752991,0.7611,0.514423077,0.739131818,0.16156204,1.270426959,0.199576929,0.50952381,1.280991919,0.100881262,0.043154762,0.460906091,0.283498527,1.76,0.0,0.0,0.0,0.0,1.0,0.0
O=C(O)COc1cc(c(cc1Cl)Cl)Cl,117.4459322,157.6459342,78.82815808,117.4459322,117.4459322,78.82815808,117.4459322,117.4459322,78.82815808,46.53,68.73814467,42.68334316,53.68323105,10.20865471,8.490184614,15.78947368,42.10526316,5,1,12.39855591,15.78947368,10.20865471,6,0.0,4,10.20865471,3,3.168897455,4,2,3,2,5.723929516,0,0.0,4,3.110199943,3,0.972142385,3,-3.650471377,-4.143792136,2.0,3,1,3,0,8.331991838,2.502288048,1,1,3.366722631,3.555914278,-1.391754428,1.808562298,-0.026671546,1,2.438004552,0,2.900900797,3.819349301,3.386496778,0,3.701233657,3.47855987,1.983521276,4.365995187,1,0,0,1,3.823647576,1,1,1,0.644521403,1,1.101500465,1,0,0.477855428,1,0,0.4,3.268476148,0,0,0.534056784,0.18212776,3.856442549,1.0,1.0,0.807834775,0.788568421,0.504540868,0.775478947,0.173102186,1.267120196,0.209459126,0.510204082,1.278205812,0.125774436,0.047414966,0.464493411,0.286132306,1.38,0.0,0.0,0.0,0.0,1.0,0.0
O=[N+](c1ccc(cc1)Cl)[O-],39.14864406,83.31098804,56.41696522,89.89555814,39.14864406,56.41696522,44.8186952,39.14864406,50.74691408,45.82,0.0,0.0,0.0,20.14939531,6.292940487,7.142857143,42.85714286,4,0,13.4675251,14.28571429,10.07469766,2,7.142857143,1,10.07469766,1,0.0,2,0,3,0,5.493752834,1,0.0,2,2.77139996,2,0.564814815,1,-2.905602903,-3.738573397,0.0,1,2,1,1,8.529601286,2.501435952,0,0,2.024174012,2.479758332,-1.336920277,0.450846035,-0.576151541,0,1.3312,0,2.065529449,2.941530905,2.686650299,0,3.027766653,3.056212695,0.0,3.955354693,1,1,1,1,3.780639314,0,0,0,0.617132244,0,0.833797531,0,0,0.52249031,0,0,0.4,3.379639314,0,0,0.78149067,0.29080985,3.860783913,1.0,1.0,0.662307741,0.735385714,0.497029703,0.738007143,0.261245155,1.273142375,0.216970295,0.478095238,1.306441976,0.141836735,0.0,0.46983773,0.277661798,1.46,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+](c1ccc(cc1)N)[O-],0.0,43.418485,89.31415269,50.74691408,0.0,89.31415269,5.670051141,0.0,50.74691408,71.84,0.0,32.89718747,32.89718747,20.15393046,1.815815156,0.0,37.5,2,0,13.4675251,12.5,10.07696523,0,12.5,0,10.07696523,0,0.0,2,0,3,0,0.0,2,0.0,2,1.700200036,2,0.597037037,0,-1.946277398,-2.577521857,1.889881575,0,2,0,2,8.530578044,2.501435952,2,0,1.737639586,2.324111679,-1.526056303,0.471451424,0.839199129,0,1.3312,0,1.9703626,2.735052743,2.686650299,0,2.588770674,2.711953091,0.0,3.803600028,1,1,1,1,3.602119314,0,0,0,0.748704385,0,0.863215835,0,0,0.52249031,0,0,0.6,3.318279314,0,0,0.781490658,0.520052121,3.858106565,1.0,1.0,0.65625,0.6527,0.478571429,0.657875,0.261245155,1.224402697,0.235428572,0.446666667,1.280069023,0.107954545,0.105555556,0.46983773,0.28266691,0.65,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+](c1ccc(cc1)O)[O-],0.0,40.66173745,99.10030838,50.74691408,0.0,99.10030838,5.670051141,0.0,93.43025724,66.05,42.68334316,42.68334316,42.68334316,20.07229781,1.815815156,0.0,40.0,2,0,13.4675251,20.0,10.0361489,0,6.666666667,0,10.0361489,0,0.0,2,0,4,0,0.0,1,0.0,2,1.823599979,3,0.017037037,0,-2.091558852,-2.577521857,1.889881575,0,2,0,1,8.518350728,2.501435952,1,0,1.754222805,2.325209682,-1.648658626,0.463000225,0.030884595,0,1.3312,0,1.804938866,2.747375201,2.632157896,0,2.618880629,2.686650299,0.0,3.81278669,1,1,1,1,3.618689314,0,0,0,0.784193184,0,0.831343515,0,0,0.52249031,0,0,0.4,3.301229314,0,0,0.78149114,0.474769983,3.850597005,1.0,1.0,0.69285037,0.659466667,0.453608247,0.681293333,0.261245155,1.212292253,0.260391742,0.44,1.276809207,0.127619048,0.060909091,0.46983773,0.284558458,0.74,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+](c1ccc(cc1)OC)[O-],0.0,56.78822295,67.41685311,50.74691408,0.0,67.41685311,5.670051141,0.0,61.74680197,55.05,0.0,0.0,10.99988789,20.33058862,2.892526637,0.0,38.88888889,2,0,13.46752544,16.66666667,10.16529431,0,5.555555556,0,10.16529431,0,0.0,2,0,4,0,0.0,1,0.0,2,2.126599975,3,0.695740741,0,-2.264500243,-2.930742966,0.0,0,2,0,1,8.531998074,2.615876431,0,0,2.000931993,2.543118877,-1.648658626,1.03890414,-0.614080757,0,1.3312,0,2.376157109,2.872757928,2.686650299,0,2.690191848,2.967301695,0.031273414,3.876943919,1,1,1,1,3.564081195,0,0,0,1.109682496,0,1.121336428,0,0,0.631354827,0,0,0.6,3.275481195,0,0,0.710446101,0.359451518,3.854898493,1.0,1.0,0.696838572,0.647411111,0.471153846,0.652566667,0.237495595,1.210515113,0.242846161,0.445454545,1.26643327,0.098611111,0.0,0.476034737,0.291068445,0.93,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(ccc1C(C)C)C(C)C,0.0,79.57695684,0.0,0.0,0.0,0.0,0.0,73.20580694,0.0,0.0,0.0,0.0,0.0,0.0,17.09630056,0.0,40.0,15,10,0.0,0.0,0.0,0,0.0,0,2.236111111,0,0.0,2,0,0,0,0.0,0,0.0,0,3.933400035,0,2.86,0,-3.863592575,-5.364767292,0.0,0,0,0,0,5.374220139,0.0,0,0,2.205146924,2.699355676,5.32907e-15,1.442648015,-0.96879365,0,2.498885847,0,2.498885847,2.968516221,2.686650299,0,2.574694837,3.157347032,1.342592593,3.799528421,0,0,0,0,3.300411583,0,0,0,1.208333333,0,1.208333333,0,0,0.0,0,0,0.9,3.300411583,0,0,0.374803265,0.0,3.912209654,1.0,0.875,0.447695254,0.62842,0.714285714,0.55804,0.0,1.286692962,0.0,0.5,1.286692962,0.026666667,0.0,0.467421742,0.283436306,3.24,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-],0.0,43.418485,112.8339304,101.4938282,0.0,112.8339304,11.34010228,0.0,101.4938282,91.64,0.0,0.0,0.0,40.47112623,3.55662235,0.0,37.5,2,0,14.16067157,25.0,10.11778156,0,12.5,0,10.11778156,0,0.0,2,0,6,0,0.0,2,0.0,2,2.549399972,4,-0.304444444,0,-2.456735344,-3.115900939,0.0,0,4,0,2,8.572651799,3.152736022,0,0,2.151758951,2.749183212,-1.945910149,1.03890414,-0.484396825,0,1.3312,0,2.27265787,3.015679803,2.686650299,0,2.824277248,3.21907372,0.0,4.045912474,1,1,1,1,3.715037275,0,0,0,0.769335491,0,0.859724556,0,0,0.870817183,0,0,0.4,3.332220608,0,0,0.651541649,0.545086843,3.885784683,1.0,1.0,0.5625,0.661925,0.418478261,0.7143,0.217704296,1.203550335,0.295521736,0.427777778,1.279133349,0.147727273,0.0,0.467421742,0.279406277,-0.4,0.0,0.0,0.0,0.0,0.0,0.0
OC(=O)c1ccc(nc1)C(=O)O,0.0,35.76198647,152.4420699,0.0,0.0,152.4420699,16.78552955,0.0,135.6565404,87.49,166.0329209,85.36668632,85.36668632,20.56680745,0.016690967,0.0,41.17647059,0,0,6.460380719,23.52941176,10.29465372,0,5.882352941,0,10.29465372,0,0.0,0,0,5,0,0.0,2,0.0,0,0.478000037,4,-0.194444444,0,-1.20423384,-1.100806475,3.585988827,0,2,0,1,8.167002396,2.22527199,2,2,2.125814741,2.75044081,-1.85629799,0.904184116,0.751670266,0,1.803138671,0,2.239440337,3.025508242,2.624209494,0,2.803064195,2.99382845,0.031840119,3.960265009,1,1,0,1,3.563091095,0,0,0,0.905456143,0,1.118302146,0,0,0.4788876,0,0,0.4,3.225399429,0,0,0.623431481,0.523484712,3.811154594,1.0,1.0,0.78765934,0.667441176,0.441011236,0.702011765,0.1197219,1.179558235,0.272988766,0.436111111,1.247149797,0.092623716,0.098412698,0.467421742,0.289569889,0.56,0.0,0.0,0.0,0.0,1.0,0.0
C=CC1CCC=CC1,0.0,51.79925763,0.0,0.0,0.0,0.0,28.42874242,28.42874242,0.0,0.0,0.0,0.0,0.0,0.0,7.00343264,0.0,40.0,7,3,0.0,0.0,0.0,0,0.0,0,3.750462963,0,0.0,0,0,0,0,0.0,0,0.0,0,2.528700039,0,0.0,0,-2.404129995,-3.87639994,0.0,0,2,0,0,4.932281161,0.0,0,0,1.059251233,1.789186728,-8.88e-16,0.809193403,-0.94639463,0,1.430052172,0,1.55314192,2.340253155,2.597911646,0,2.206610802,2.807196612,0.0,3.387291986,0,0,0,0,3.237106769,0,0,0,1.1875,0,1.1875,0,0,0.0,0,0,0.9,3.237106769,0,0,0.536927524,0.0,3.786120658,1.0,0.875,0.560196149,0.62842,0.714285714,0.55804,0.0,1.265817173,0.0,0.5,1.265817173,0.026666667,0.0,0.491481457,0.303493515,2.24,0.0,0.0,0.0,0.0,0.0,0.0
